{'ce-T:': 12966, 'ce-F:': 3270, 'ce-I:': 2361, 'boogie_result': 1762, 'actual_z3': 17}
{'ce-T:': 14185, 'ce-I:': 6817, 'ce-F:': 2086, 'boogie_result': 2045, 'actual_z3': 17}
{'ce-T:': 194, 'ce-I:': 99, 'ce-F:': 57, 'boogie_result': 54, 'actual_z3': 11}
{'ce-T:': 201, 'ce-F:': 146, 'boogie_result': 75, 'ce-I:': 52, 'actual_z3': 25}
{'ce-T:': 359, 'ce-I:': 139, 'boogie_result': 95, 'ce-F:': 87, 'actual_z3': 12}
{'ce-T:': 291, 'ce-I:': 240, 'boogie_result': 101, 'ce-F:': 93, 'actual_z3': 11}
{'ce-T:': 441, 'ce-F:': 234, 'boogie_result': 122, 'actual_z3': 19}
{'ce-T:': 566, 'ce-F:': 269, 'boogie_result': 148, 'ce-I:': 144, 'actual_z3': 14}
{'ce-T:': 967, 'boogie_result': 202, 'ce-F:': 192, 'ce-I:': 95, 'actual_z3': 19}
{'ce-T:': 754, 'ce-F:': 386, 'boogie_result': 198, 'actual_z3': 26}
{'ce-T:': 791, 'ce-I:': 389, 'ce-F:': 365, 'boogie_result': 203, 'actual_z3': 18}
{'ce-T:': 750, 'ce-F:': 573, 'ce-I:': 507, 'boogie_result': 255, 'actual_z3': 10}
{'ce-I:': 128, 'boogie_result': 36, 'ce-T:': 32, 'ce-F:': 22, 'actual_z3': 15}
{'ce-T:': 128, 'ce-I:': 83, 'boogie_result': 52, 'ce-F:': 41, 'actual_z3': 18}
{'ce-I:': 910, 'ce-T:': 233, 'boogie_result': 156, 'ce-F:': 149, 'actual_z3': 21}
{'ce-I:': 1917, 'ce-T:': 1162, 'boogie_result': 588, 'ce-F:': 584, 'actual_z3': 25}
{'ce-I:': 5335, 'ce-T:': 1840, 'boogie_result': 652, 'ce-F:': 632, 'actual_z3': 22}
{'ce-I:': 6085, 'ce-T:': 2638, 'boogie_result': 799, 'ce-F:': 797, 'actual_z3': 33}
{'ce-I:': 4629, 'ce-T:': 2364, 'boogie_result': 793, 'ce-F:': 788, 'actual_z3': 20}
{'ce-I:': 4463, 'ce-T:': 2431, 'boogie_result': 816, 'ce-F:': 796, 'actual_z3': 34}
{'ce-I:': 4524, 'ce-T:': 2906, 'boogie_result': 853, 'ce-F:': 847, 'actual_z3': 20}
{'ce-I:': 53617, 'ce-T:': 11469, 'boogie_result': 3344, 'ce-F:': 3325, 'actual_z3': 51}
{'ce-I:': 3564, 'ce-T:': 2136, 'boogie_result': 854, 'ce-F:': 849, 'actual_z3': 18}
{'ce-I:': 14011, 'ce-T:': 3877, 'boogie_result': 1202, 'ce-F:': 1200, 'actual_z3': 45}
{'ce-I:': 11971, 'ce-T:': 4410, 'boogie_result': 1149, 'ce-F:': 1145, 'actual_z3': 46}
{'ce-I:': 11878, 'ce-T:': 5479, 'boogie_result': 1136, 'ce-F:': 1112, 'actual_z3': 33}
{'ce-I:': 16092, 'ce-T:': 4615, 'boogie_result': 1202, 'ce-F:': 1193, 'actual_z3': 45}
{'ce-I:': 17084, 'ce-T:': 3696, 'boogie_result': 1216, 'ce-F:': 1215, 'actual_z3': 51}
{'ce-I:': 8925, 'ce-T:': 3630, 'boogie_result': 1215, 'ce-F:': 1212, 'actual_z3': 22}
{'ce-I:': 36925, 'ce-T:': 4172, 'boogie_result': 1402, 'ce-F:': 1331, 'actual_z3': 65}
{'ce-I:': 14412, 'ce-T:': 3901, 'boogie_result': 1411, 'ce-F:': 1408, 'actual_z3': 36}
{'ce-I:': 27447, 'ce-T:': 4327, 'boogie_result': 1458, 'ce-F:': 1441, 'actual_z3': 43}
{'boogie_result': 5, 'actual_z3': 5, 'ce-T:': 4, 'ce-I:': 2, 'ce-F:': 1}
{'boogie_result': 9, 'actual_z3': 9, 'ce-F:': 8, 'ce-I:': 7, 'ce-T:': 6}
{'boogie_result': 12, 'actual_z3': 12, 'ce-F:': 11, 'ce-T:': 10, 'ce-I:': 6}
{'boogie_result': 13, 'actual_z3': 13, 'ce-I:': 12, 'ce-T:': 10, 'ce-F:': 5}
{'boogie_result': 15, 'actual_z3': 15, 'ce-T:': 14, 'ce-F:': 12, 'ce-I:': 10}
{'ce-I:': 23, 'boogie_result': 14, 'actual_z3': 14, 'ce-T:': 12, 'ce-F:': 9}
{'boogie_result': 19, 'actual_z3': 19, 'ce-T:': 18, 'ce-F:': 15, 'ce-I:': 13}
{'ce-I:': 40, 'boogie_result': 20, 'actual_z3': 20, 'ce-T:': 19, 'ce-F:': 14}
{'ce-F:': 60, 'ce-I:': 51, 'boogie_result': 33, 'actual_z3': 33, 'ce-T:': 31}
{'ce-I:': 63, 'boogie_result': 31, 'actual_z3': 30, 'ce-T:': 30, 'ce-F:': 26}
{'ce-T:': 395, 'boogie_result': 84, 'ce-F:': 76, 'ce-I:': 45, 'actual_z3': 15}
{'ce-T:': 2171, 'ce-I:': 1063, 'boogie_result': 547, 'ce-F:': 545, 'actual_z3': 15}
{'ce-T:': 2648, 'ce-I:': 823, 'boogie_result': 536, 'ce-F:': 533, 'actual_z3': 18}
{'ce-T:': 3057, 'ce-I:': 2268, 'boogie_result': 615, 'ce-F:': 610, 'actual_z3': 13}
{'ce-T:': 2694, 'ce-I:': 1524, 'boogie_result': 677, 'ce-F:': 672, 'actual_z3': 12}
{'ce-T:': 5257, 'ce-F:': 2080, 'boogie_result': 1318, 'ce-I:': 1308, 'actual_z3': 13}
{'ce-T:': 16116, 'ce-I:': 5278, 'boogie_result': 2692, 'ce-F:': 2679, 'actual_z3': 18}
{'ce-I:': 15251, 'ce-T:': 12370, 'ce-F:': 8111, 'boogie_result': 4129, 'actual_z3': 25}
{'ce-T:': 32338, 'boogie_result': 5507, 'ce-F:': 5503, 'ce-I:': 5477, 'actual_z3': 15}
{'ce-T:': 45282, 'ce-I:': 19794, 'boogie_result': 9060, 'ce-F:': 9050, 'actual_z3': 18}
{'boogie_result': 17, 'actual_z3': 17, 'ce-F:': 16, 'ce-T:': 15, 'ce-I:': 11}
{'ce-I:': 35, 'boogie_result': 27, 'actual_z3': 27, 'ce-F:': 26, 'ce-T:': 24}
{'ce-I:': 290, 'boogie_result': 108, 'ce-T:': 107, 'ce-F:': 98, 'actual_z3': 79}
{'ce-I:': 193, 'boogie_result': 95, 'ce-T:': 93, 'ce-F:': 90, 'actual_z3': 88}
{'ce-I:': 407, 'ce-F:': 175, 'boogie_result': 105, 'ce-T:': 103, 'actual_z3': 35}
{'ce-I:': 204, 'boogie_result': 111, 'actual_z3': 111, 'ce-T:': 110, 'ce-F:': 105}
{'ce-I:': 371, 'boogie_result': 124, 'ce-F:': 123, 'ce-T:': 122, 'actual_z3': 66}
{'ce-I:': 592, 'boogie_result': 128, 'ce-T:': 127, 'ce-F:': 116, 'actual_z3': 19}
{'ce-I:': 771, 'ce-F:': 177, 'boogie_result': 166, 'ce-T:': 164, 'actual_z3': 65}
{'ce-I:': 868, 'boogie_result': 192, 'ce-T:': 191, 'ce-F:': 183, 'actual_z3': 89}
{'ce-T:': 395, 'boogie_result': 84, 'ce-F:': 76, 'ce-I:': 45, 'actual_z3': 15}
{'ce-T:': 2171, 'ce-I:': 1063, 'boogie_result': 547, 'ce-F:': 545, 'actual_z3': 15}
{'ce-T:': 2648, 'ce-I:': 823, 'boogie_result': 536, 'ce-F:': 533, 'actual_z3': 18}
{'ce-T:': 3057, 'ce-I:': 2268, 'boogie_result': 615, 'ce-F:': 610, 'actual_z3': 13}
{'ce-T:': 2694, 'ce-I:': 1524, 'boogie_result': 677, 'ce-F:': 672, 'actual_z3': 12}
{'ce-T:': 5257, 'ce-F:': 2080, 'boogie_result': 1318, 'ce-I:': 1308, 'actual_z3': 13}
{'ce-T:': 16116, 'ce-I:': 5278, 'boogie_result': 2692, 'ce-F:': 2679, 'actual_z3': 18}
{'ce-I:': 15251, 'ce-T:': 12370, 'ce-F:': 8111, 'boogie_result': 4129, 'actual_z3': 25}
{'ce-T:': 32338, 'boogie_result': 5507, 'ce-F:': 5503, 'ce-I:': 5477, 'actual_z3': 15}
{'ce-T:': 45282, 'ce-I:': 19794, 'boogie_result': 9060, 'ce-F:': 9050, 'actual_z3': 18}
{'ce-I:': 169, 'boogie_result': 56, 'ce-T:': 55, 'ce-F:': 54, 'actual_z3': 26}
{'ce-I:': 276, 'boogie_result': 74, 'ce-T:': 73, 'ce-F:': 67, 'actual_z3': 9}
{'ce-I:': 337, 'boogie_result': 91, 'ce-T:': 90, 'ce-F:': 84, 'actual_z3': 15}
{'ce-I:': 403, 'boogie_result': 86, 'ce-T:': 85, 'ce-F:': 64, 'actual_z3': 22}
{'ce-I:': 513, 'boogie_result': 138, 'ce-T:': 137, 'ce-F:': 135, 'actual_z3': 18}
{'ce-I:': 668, 'boogie_result': 135, 'ce-T:': 132, 'ce-F:': 128, 'actual_z3': 24}
{'ce-I:': 563, 'boogie_result': 140, 'ce-T:': 139, 'ce-F:': 131, 'actual_z3': 21}
{'ce-I:': 678, 'boogie_result': 172, 'ce-T:': 170, 'ce-F:': 157, 'actual_z3': 24}
{'ce-I:': 1004, 'boogie_result': 223, 'ce-T:': 222, 'ce-F:': 210, 'actual_z3': 22}
{'ce-I:': 1682, 'boogie_result': 232, 'ce-T:': 231, 'ce-F:': 215, 'actual_z3': 22}
{'ce-I:': 460, 'boogie_result': 103, 'ce-T:': 102, 'ce-F:': 100, 'actual_z3': 19}
{'ce-I:': 773, 'boogie_result': 132, 'ce-T:': 131, 'ce-F:': 130, 'actual_z3': 27}
{'ce-I:': 729, 'boogie_result': 143, 'ce-F:': 142, 'ce-T:': 141, 'actual_z3': 54}
{'ce-I:': 1069, 'boogie_result': 245, 'ce-T:': 244, 'ce-F:': 236, 'actual_z3': 69}
{'ce-I:': 4001, 'boogie_result': 405, 'ce-T:': 404, 'ce-F:': 399, 'actual_z3': 50}
{'ce-I:': 4254, 'boogie_result': 470, 'ce-T:': 469, 'ce-F:': 452, 'actual_z3': 51}
{'ce-I:': 4662, 'ce-F:': 1092, 'boogie_result': 583, 'ce-T:': 582, 'actual_z3': 49}
{'ce-I:': 6557, 'boogie_result': 589, 'ce-T:': 588, 'ce-F:': 584, 'actual_z3': 73}
{'ce-I:': 4679, 'boogie_result': 538, 'ce-T:': 537, 'ce-F:': 532, 'actual_z3': 32}
{'ce-I:': 5635, 'boogie_result': 644, 'ce-T:': 641, 'ce-F:': 625, 'actual_z3': 58}
{'boogie_result': 1, 'actual_z3': 1}
{'boogie_result': 2, 'actual_z3': 2, 'ce-T:': 1}
{'boogie_result': 3, 'actual_z3': 3, 'ce-I:': 2, 'ce-T:': 1}
{'boogie_result': 5, 'actual_z3': 5, 'ce-I:': 4, 'ce-T:': 3}
{'boogie_result': 4, 'actual_z3': 4, 'ce-T:': 3, 'ce-I:': 2}
{'boogie_result': 9, 'actual_z3': 9, 'ce-I:': 8, 'ce-T:': 7}
{'boogie_result': 6, 'actual_z3': 6, 'ce-T:': 5}
{'ce-I:': 13, 'boogie_result': 9, 'actual_z3': 9, 'ce-T:': 8}
{'ce-I:': 56, 'boogie_result': 23, 'actual_z3': 23, 'ce-T:': 22}
